category,question_id,question,answer,faq_url
Shopping,57b56bd61300003500456aae,why do i see a shipping charge for an item with the plus badge?,"
sellers may charge a nominal fee for shipping, even for products with the plus badge, if the order is less than ₹ 500.
 
shipping is free for items with the plus badge if the order value is more than ₹ 500.
",https://www.flipkart.com/helpcentre?catalog=55c9c8e2b0000023002c1702&faq=57b56bd61300003500456aae&view=FAQ
Wallet,56d95cc312000030008af318,what can i do if the balance in my wallet is not enough to pay for my order?,"
you can pay part of the amount through your wallet and the remaining through any other prepaid payment modes like credit/debit cards, and flipkart gift cards.  
please note that wallet cannot be combined with cash/card on delivery (cod) payment mode for now, and bank offers will not applicable for partial payments from the wallet.
",https://www.flipkart.com/helpcentre?catalog=55c9bc6bb000003f002c16ff&faq=56d95cc312000030008af318&view=FAQ
PhonePe,57be97561400002100f160b0,can i choose phonepe wallet as a refund option?,"yes, you can choose to have the amount refunded to your phonepe wallet provided the balance does not exceed ₹20,000.",https://www.flipkart.com/helpcentre?catalog=587390bf1800001400f0058e&faq=57be97561400002100f160b0&view=FAQ
PhonePe,57be96121300001600bd61ed,do i need to install the phonepe app to use the wallet option on my flipkart account?,"no, you will be able to use the wallet option on your flipkart account for payments without installing the phonepe app.
you can choose to install the phonepe app to access other payment features.",https://www.flipkart.com/helpcentre?catalog=587390bf1800001400f0058e&faq=57be96121300001600bd61ed&view=FAQ
PhonePe,57be978c67000033004a7b86,how long will it take for a refund from flipkart to my phonepe wallet?,refund to your phonepe wallet is instant and will be credited to your wallet as soon as the pickup or a cancellation is confirmed by the sellers or courier service providers.,https://www.flipkart.com/helpcentre?catalog=587390bf1800001400f0058e&faq=57be978c67000033004a7b86&view=FAQ
PhonePe,57be97e61400003a00f160dd,i had some amount in the flipkart money section and would like to transfer it to my bank. will i need to install the phonepe add to do this?,"you can easily transfer the amount to your account from the flipkart app or website.
you would not have to install the phonepe app to transfer money from your phonepe wallet to your bank account.",https://www.flipkart.com/helpcentre?catalog=587390bf1800001400f0058e&faq=57be97e61400003a00f160dd&view=FAQ
PhonePe,57be986a1300002d00bd627c,"if my refund amount exceeds ₹20,000, will i get the option for phonepe upi linked account and other registered account for neft or imps?",you can easily transfer the amount to your account from the flipkart app or website. you would not have to install the phonepe app to transfer money from your phonepe wallet to your bank account.,https://www.flipkart.com/helpcentre?catalog=587390bf1800001400f0058e&faq=57be986a1300002d00bd627c&view=FAQ
PhonePe,57be980c6b00002400db35b6,will i have to use the same contact number to create a phonepe account as the one linked to my flipkart account?,"no, you don't have to use the same contact number.",https://www.flipkart.com/helpcentre?catalog=587390bf1800001400f0058e&faq=57be980c6b00002400db35b6&view=FAQ
PhonePe,57be965e1200003c0009b62f,is it necessary to register with phonepe to use it on flipkart?,"no, it's not necessary to register with phonepe to pay from your wallet. registration will be necessary if you want to pay directly from your bank account by linking it to the phonepe app.",https://www.flipkart.com/helpcentre?catalog=587390bf1800001400f0058e&faq=57be965e1200003c0009b62f&view=FAQ
PhonePe,57c3fdbe1200003d00ac12cd,is phonepe wallet available on flipkart's windows and ios apps too?,"yes, phonepe wallet is available on our windows and ios apps too.",https://www.flipkart.com/helpcentre?catalog=587390bf1800001400f0058e&faq=57c3fdbe1200003d00ac12cd&view=FAQ
PhonePe,57be96870e00003d00b25fd4,my phonepe wallet is not activated. how do i get a refund credited to it?,"to get a refund into your phonepe wallet, please activate it from your flipkart account by selecting wallet and clicking on the 'activate phonepe' option.",https://www.flipkart.com/helpcentre?catalog=587390bf1800001400f0058e&faq=57be96870e00003d00b25fd4&view=FAQ
Shipping,564d6b3d210000160085474d,why are faster delivery options not available at my location?,faster delivery options may not be available at your location due to courier related reasons but we’re trying to expand our services to include more places. stay tuned for updates!,https://www.flipkart.com/helpcentre?catalog=55c9e2086000001100cb508e&faq=564d6b3d210000160085474d&view=FAQ
Shipping,55bf0e4c1f000030007dbe9f,why can't i get some items shipped to my location?,some sellers prefer not to ship to certain locations due to the cost involved and this is entirely at their discretion. you can check with your pincode on the product page to see any other sellers ship to your location.,https://www.flipkart.com/helpcentre?catalog=55c9e2086000001100cb508e&faq=55bf0e4c1f000030007dbe9f&view=FAQ
Shipping,564d6b011900002600ff1a0b,are faster delivery options like same day & in-a-day available on return requests?,"no, however, we try our best to have your item(s) picked up by our courier service providers & get you the replacement as soon as possible. ",https://www.flipkart.com/helpcentre?catalog=55c9e2086000001100cb508e&faq=564d6b011900002600ff1a0b&view=FAQ
Shipping,5b34cb5d6e000023001248d5,what are the standard shipping speeds and delivery charges?,"standard shipping speeds and delivery charges for f-assured (flipkart assured) and non f-assured items vary based on the destination pincode entered.  orders with items that are f-assured worth rs. 500 or more will qualify for free delivery, else, a delivery charge of rs. 40 will be applicable.
all grocery (f-supermart) orders worth rs. 1200 or more are eligible for free delivery.
you can check if an f-assured item can be delivered to your location by entering a delivery pincode on the product page (this widget is placed next to the section 'delivery') and hitting enter. available shipping speeds and delivery charges as per your location will be displayed.
for certain items, you can choose the delivery speed accordingly in 'order summary' page while placing the order.
for grocery orders, you can choose from the following delivery slots1. 7:00 am to 9:30 am2. 9:30 am to 12:00 pm3. 5:00 pm to 7:30 pm4. 7:30 pm to 1:00 pm)
standard shipping speeds and delivery charges for non f-assured items
delivery charges and shipping timelines may vary based on seller. delivery timeline is displayed on the product page. you can choose a delivery pincode on the product page and it will display the list of sellers who cater to that location and the applicable shipping charges.",https://www.flipkart.com/helpcentre?catalog=55c9e2086000001100cb508e&faq=5b34cb5d6e000023001248d5&view=FAQ
Shipping,5b34ccfc6d0000320074aa8a,why didn't my order qualify for free delivery?,"your order qualifies for free delivery if you order f-assured products worth rs. 500 and above. if your order value for f-assured products is less than rs. 500, a delivery fee of rs. 40 will be charged.for products that are non-f-assured, delivery charges if any will be decided by the sellers and will vary. please click on 'view sellers' under the seller rating on the product page for information about sellers selling any particular product and their respective delivery charges.",https://www.flipkart.com/helpcentre?catalog=55c9e2086000001100cb508e&faq=5b34ccfc6d0000320074aa8a&view=FAQ
Shipping,5b34da824c00003d004387d7,"why am i unable to order products like television, air-conditioner, refrigerator, washing machine, furniture, microwave, treadmill, etc. at my location?","the delivery of large category products at a particular location depends on the following factors:

dimensions and weight 
location of the seller
serviceability of the seller's partnered service provider 

always ensure to update your preferred delivery location/address to verify if the seller is offering the product or deal at your location.",https://www.flipkart.com/helpcentre?catalog=55c9e2086000001100cb508e&faq=5b34da824c00003d004387d7&view=FAQ
Shipping,5b34ddd66e00003200124de0,how do i contact seller's partnered courier service providers?,"here are the contact details of some of the leading courier service providers:

e-kart - www.ekartlogistics.com
gati - www.gati.com
delhivery - www.delhivery.com
blue dart - www.bluedarttrackings.in
ecom - www.ecomexpress.in
dotzot - www.dotzot.in
speed post - india post - www.indiapost.gov.in
",https://www.flipkart.com/helpcentre?catalog=55c9e2086000001100cb508e&faq=5b34ddd66e00003200124de0&view=FAQ
Flipkart First,55bb50492c00003e00690dd1,how can i buy using a gift card?,"it’s simple! when you’re prompted to choose a payment method for your order, choose ‘gift card’ as the payment method &
1. enter your 16-digit gift card number & the 6-digit gift card pin2. click ‘confirm order’
you can apply a total of 15 gift cards per order & if your gift card value is less than the order amount, you’ll be asked to select an additional payment method to complete the payment.
 ",https://www.flipkart.com/helpcentre?catalog=55c9e22ea900002900b9993b&faq=55bb50492c00003e00690dd1&view=FAQ
Selling on Flipkart,55bf35c8bc00003a005be75d,how can i become a seller and start selling products on flipkart?,"to become a seller on flipkart, register here with your details.",https://www.flipkart.com/helpcentre?catalog=55cc8f10b500003500316813&faq=55bf35c8bc00003a005be75d&view=FAQ
Product Reviews,55c05a236000002100cb5069,are there any guidelines for writing product reviews?,"product reviews on flipkart.com are a great way to help other customers decide what to buy & avoid.
here are some tips to writing great product reviews:
have you used this product? it's always better to review a product you have personally used.
educate your readers. provide a relevant, unbiased overview of the product. readers are interested in the pros and the cons of the product. make sure your review stands the test of time, and what you write today is relevant even after years.
be yourself, be informative. let your personality shine through, but it's equally important to provide facts to back up your opinion.
get your facts right! nothing is worse than inaccurate information. if you're not really sure, research always helps.
stay concise. be creative but also remember to stay on topic. a catchy title will always get attention!
easy to read, easy on the eyes. a quick edit & spell check will work wonders for your credibility. also, break reviews into small, easy paragraphs.",https://www.flipkart.com/helpcentre?catalog=55cc919da900003900b99941&faq=55c05a236000002100cb5069&view=FAQ
Product Reviews,565e9cac6f000024003bd9d6,what can i write in product reviews?,customer reviews should be relevant to the product in question. the product review section on flipkart is for you to share your opinion on the product & for other shoppers to have an informed buying decision.,https://www.flipkart.com/helpcentre?catalog=55cc919da900003900b99941&faq=565e9cac6f000024003bd9d6&view=FAQ
Product Reviews,55c05adab000002a002c16f2,what's not allowed in product reviews?,"customer reviews should be relevant to the product in question. the product review section on flipkart.com is for you to share your opinion on the product, and for other customers to research better and have an informed buying decision. flipkart.com reserves the right to remove reviews that include any of the following:
- irrelevant review (review consisting of a combination of random characters, random words, repeated content, reviews on another product)- service feedback, including availability, order or payment related queries. you may use the contact us form for such queries- html embedded in text references to other retailers- pricing related comments- personal information (phone numbers, postal address, email address and others)- profane comments. inflammatory comments. copyrighted comments- plagiarised content (any content found elsewhere on the internet, even if you're the original author)- promotional content- reviews by or on behalf of a person or company with a financial interest in the product or a competitors product (reviews by authors, artists, publishers manufacturers without disclosure)- reviews written for any form of compensation- reviews given using fake ids, irrelevant user email ids - asking for helpful votes- review in any language other than english (unless there is a clear connection to the product, like a regional book or a regional music album)- feedback about errors in the product description",https://www.flipkart.com/helpcentre?catalog=55cc919da900003900b99941&faq=55c05adab000002a002c16f2&view=FAQ
Login & My Account,564ebf7a3000003d00fdd3a6,can i reactivate my inactive flipkart account?,"yes. to reactivate your flipkart account, simply log in with your registered email id or mobile number/password combination used before deactivation. your account data will be fully restored, default subscription settings applied.",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=564ebf7a3000003d00fdd3a6&view=FAQ
Login & My Account,564ec7a57100003d00a6530d,do i need to verify my mobile number or email address every time i log in?,"as the verification step is a one time process, you won't have to do it again once your account is verified.",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=564ec7a57100003d00a6530d&view=FAQ
Login & My Account,55c20b27a900003400b99931,what should i do if i don't get the otp or verification code?,"sometimes, sms messages may be delayed by a few minutes because of network issues. you can regenerate the code through the 'resend code' option.",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55c20b27a900003400b99931&view=FAQ
Login & My Account,55c204b2a900002600b9992e,what is an otp or verification code?,"an otp (one time password) or verification code is a password/code used to verify your mobile number or email id when you log into your flipkart account for the first time.
otp verification will be also be done in other cases like creating an account, password recovery, and updating email/mobile details.",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55c204b2a900002600b9992e&view=FAQ
Login & My Account,55c204f86000001400cb5080,why do i need to verify my mobile number or email address to log into my flipkart account?,"to make sure that your account details are always secure, verification by otp (one time password) is important. this is a one-time process and you can log into your flipkart account without any hassles once this is done. ",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55c204f86000001400cb5080&view=FAQ
Login & My Account,55f2a3625c000020004513cd,how can i add a new delivery address to my flipkart account?,"to add a new delivery address, follow these simple steps:1. log into your flipkart account
1. log into your flipkart account2. go to my account › settings › addresses3. add details of your new address 4. choose 'save changes'",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55f2a3625c000020004513cd&view=FAQ
Login & My Account,55f2a2f35b00003500320003,how can i change the password for my flipkart account?,"to change the password for your flipkart account, follow these simple steps:
1. log in to your flipkart account2. go to my account › settings › change password3. enter your old password4. enter your new password5. choose 'save changes'",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55f2a2f35b00003500320003&view=FAQ
Login & My Account,564eb9ca7100003f00a64f87,how can i use a new email address to log in to my flipkart account?,"to log in to your flipkart account with a new email address, you can update your email id with these simple steps:
1. log in to your flipkart account2. go to my account › settings › update email/mobile 3. add the new email id 4. enter the verification code sent to the new email id 5. choose 'save changes'
please note, once your email address is updated, you'll no longer be able to sign in using your old email id.",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=564eb9ca7100003f00a64f87&view=FAQ
Login & My Account,55f2a4345c00003b0045144e,how can i deactivate my account?,"to deactivate your flipkart account, follow these simple steps:
 
1. log into your flipkart account
2. go to my account › settings › deactivate
3. enter the password for your account
4. choose 'confirm deactivation'",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55f2a4345c00003b0045144e&view=FAQ
Login & My Account,55f2a3e45c00002b00342ad2,how can i change the email id linked with my flipkart account?,"to change the email id associated with your flipkart account, follow these simple steps on our website:
1. log in to your flipkart account2. go to my account › settings › update email/mobile3. add the new email id 4. enter the verification code sent to your old and new email ids 5. choose 'save changes'
 ",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55f2a3e45c00002b00342ad2&view=FAQ
Login & My Account,5f293b0be11fda78bcb8c059,can i use an international number to sign up?,"yes, you can use an international number to sign up. this number can only be used for logging in and subscribing to order-related updates and confirmation details.",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=5f293b0be11fda78bcb8c059&view=FAQ
Login & My Account,55c2044aa900003c00b9992d,how can i use my mobile number to login on the flipkart mobile app?,"to log into the flipkart mobile app, update your mobile number from your flipkart account on our website with these simples steps:
1. go to my account › settings › update email/mobile 
2. add your mobile number 
3. enter the otp received on your registered mobile number 
4. select 'save changes'
 ",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55c2044aa900003c00b9992d&view=FAQ
Login & My Account,5f2939a7278e793e653efd4f,can i use a corporate email id to sign up?,"yes, you can use a corporate email id. however, please ensure that you have updated your current active email address to continue using your account in the unlikely event of your account getting deleted or deactivated.",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=5f2939a7278e793e653efd4f&view=FAQ
Login & My Account,55c20b81a900003300b99932,"i'm getting an error message that says, 'you've exceeded the maximum number of attempts to enter correct verification code'. how can i log in to my flipkart account now?","if a wrong code is entered for verification more than a specific number of times, this error message will be seen and for security reasons, your account will be blocked for the next 24 hours. to log in, please try again after 24 hours by entering the correct otp. ",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55c20b81a900003300b99932&view=FAQ
Login & My Account,55c20ceda900002800b99935,"i always login using my phone number, but i recently lost my phone. i have also forgotten the password to my flipkart account. how do i access it?","
if you have forgotten the password for your account, you can reset it using the 'forgot password' option available on the home page. just enter your registered email id to get an otp, once you have the otp simply follow the prompts. if you regain access to your phone number, you can always log in using otp else, if an email id is registered with your account, you can click on 'forget password' and attempt to log in. in the unlikely event of these not working, you can contact our customer support team for further assistance. 
 
",https://www.flipkart.com/helpcentre?catalog=55cddc57b000002c002c170b&faq=55c20ceda900002800b99935&view=FAQ
Privacy & Security,55c060676000003300cb506a,how do i report a listing infringement?,"if you think that your ip right has been infringed by any of our sellers, you can follow the below process. we require that the intellectual property right owner or authorized agent provide the following details and email it to infringement@flipkart.com,

identification or description of the copyrighted work/ trademark that has been infringed.
clear identification or description of where the material that you claim is infringing is located on www.flipkart.com with adequate particulars.
product id / website links of infringing products (in case of copyright infringement). flipkart is unable to process requests which do not specify exact product ids or urls. please do not provide links to browse pages or links of search queries as these pages are dynamic and their contents change with time.
your address, telephone number, and email address.
a statement by you that you have a good faith belief that the use of the material complained of is not authorized by the copyright or intellectual property owner, its agent, or the law.
a statement by you, that the information in your notice is accurate and that you are the copyright or intellectual property owner or authorized to act on the copyright or intellectual property owner's behalf brand name (in case of trademark infringement)
details of the intellectual property being infringed (provide copyrighted images or trademark certificates as attachments)
",https://www.flipkart.com/helpcentre?catalog=55cde08e6000003900cb5093&faq=55c060676000003300cb506a&view=FAQ
Privacy & Security,55c0a9bcb0000044002c16f7,if i have found a security bug/vulnerability/issue what should i do?,"we take security very seriously at flipkart. if you have found an issue on flipkart, you can report it to security@flipkart.com with the below details:
1. steps to reproduce the bug/issue
2. your web browser/mobile browser's name and version
3. screenshot/screencast (if any).",https://www.flipkart.com/helpcentre?catalog=55cde08e6000003900cb5093&faq=55c0a9bcb0000044002c16f7&view=FAQ
Warranty,5639e3f46f0000160035ce00,i see that the warranty terms for my product have changed on flipkart from when i bought the product. will this affect my warranty?,no. the warranty terms for your product will be the same as when you got the product & will not affect your warranty in any way.,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639e3f46f0000160035ce00&view=FAQ
Warranty,5639c8c87100001d00a26f9a,i lost my warranty card. how can i get warranty?,you can get warranty for your product even without a warranty card. please use the invoice which will serve as your warranty claim at any authorized service center of the brand.,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639c8c87100001d00a26f9a&view=FAQ
Warranty,5639c8106f0000140035c360,how can i claim warranty for my product?,you can claim the warranty for your product by using the invoice at any authorized service center of the brand.,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639c8106f0000140035c360&view=FAQ
Warranty,563b51232100001d0081fd2f,i want to check my warranty details for the product but i don’t have the warranty card. what should i do?,please contact our customer support and we will help you with the details.,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=563b51232100001d0081fd2f&view=FAQ
Warranty,5639e42421000020004e7627,there is a mismatch in warranty terms between flipkart and the brand's website. what will happen to the warranty on my product now?,"the mismatch could be because of the change in warranty terms for the product over time. rest assured, you will be entitled to the terms listed on the warranty card that was provided to you at the time of purchase.",https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639e42421000020004e7627&view=FAQ
Warranty,5639c7bc6f0000250035c347,there is no seal on the warranty card i got. how will i claim warranty?,the seal on the warranty card is not mandatory for the warranty to be valid. the invoice you received along with the product can be used to claim warranty for the product as it has the details of your purchase.,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639c7bc6f0000250035c347&view=FAQ
Warranty,5639e44d7100002000a27a02,how does warranty work on replacement products?,the warranty on replacement products will be the same as the initial product delivered to you. the invoice you receive with the replacement can be used to claim warranty related services.,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639e44d7100002000a27a02&view=FAQ
Warranty,5639e36c21000020004e75e7,what should i do if there is a difference in the warranty mentioned on flipkart & the physical warranty card i got?,"the mismatch could be because of the change in warranty terms for the product over time. rest assured, you will be entitled to the terms listed on the warranty card that was provided to you at the time of purchase.",https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639e36c21000020004e75e7&view=FAQ
Warranty,5639c7d56f0000270035c350,should i register the product with the brand to avail the warranty benefits on it?,"no, it's not necessary to register the product with the brand. the warranty is automatically valid from the date on the seller's invoice sent to you.",https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639c7d56f0000270035c350&view=FAQ
Warranty,5639c8472200003a00e70306,i didn't get a warranty card with my product. how can i get the warranty?,you need not have a warranty card to claim warranty for your product. please use the invoice which can be used to avail warranty at any authorised service centre of the brand.,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639c8472200003a00e70306&view=FAQ
Warranty,55bf67ef1f000023007dbeaf,will warranty be applicable for my product since i bought it online?,"at flipkart, all our sellers offer products from authorised vendors or brands directly and are 100% genuine. rest assured, products will have the applicable warranty from brands as confirmed on the product page.",https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=55bf67ef1f000023007dbeaf&view=FAQ
Warranty,5639c7f26f0000360035c355,how do i sign up for an extended warranty for my product?,you may get in touch with the brand to register for an extended warranty for your product.,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639c7f26f0000360035c355&view=FAQ
Warranty,5639e9801900003300fb7f35,i don't remember the warranty details for my product. where can i find it?,you can check the brand website for the warranty details of your product. the product invoice can be used to claim the services from any authorised service centre.,https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639e9801900003300fb7f35&view=FAQ
Warranty,5639e31a3000001a00f9f6ed,from when is the warranty for my product applicable?,"
the warranty for your product starts from the date mentioned on the seller's invoice. in case of iphones, the sim activation date will be considered as the date from which the warranty of your product starts.  
",https://www.flipkart.com/helpcentre?catalog=563ae4ae6f00001e0035fd12&faq=5639e31a3000001a00f9f6ed&view=FAQ
Gift Cards,55f2a5965c00003700342bce,i didn’t get the gift card i ordered for. what should i do?,"please check your inbox and spam folder for the gift card.
if you don’t find the card in spite of this, you can get the card details from your flipkart account. to do this,

visit your orders
go the order for the gift card
click on resend gift card details
",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=55f2a5965c00003700342bce&view=FAQ
Gift Cards,5649616e6e00002e0073d45a,my gift card has expired. can you extend its validity?,"gift cards have a validity period of 1 year from the date of purchase and once a gift card expires, it's validity cannot be extended.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=5649616e6e00002e0073d45a&view=FAQ
Gift Cards,56d995791300001600fdd19a,what does 'transfer' gift card in my wallet do?," 
you can use the 'transfer' option to transfer your gift card to anyone through your flipkart app by entering their email id.
 
please note that the expiry date of the gift card does not change when you transfer it to someone and is valid for 1 year from the date of purchase.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=56d995791300001600fdd19a&view=FAQ
Gift Cards,55bb50b73100001f007864d1,does a gift card expire?,"yes, all gift cards have a validity of 1 year from the date of issue and will expire after that.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=55bb50b73100001f007864d1&view=FAQ
Gift Cards,55bb518331000039007864d2,is there a limit on how many gift cards i can use in a single order?,you can use up to 15 gift cards to pay for a single order.,https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=55bb518331000039007864d2&view=FAQ
Gift Cards,564961147100001300a55d69,what happens to the unused balance in my gift card after it expires?,the unused balance of the gift card expires along with the gift card.,https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=564961147100001300a55d69&view=FAQ
Gift Cards,587389121300003f00360251,"i've lost my gift card pin, what can i do?","if you've bought the gift card from flipkart directly, you can resend the gift card details to the recipient by following these simple steps:
1. go to 'my orders'2. select the gift card order3. click on 'resend gift card' and the recipient will get the gift card with a new pin
if you've got the gift card as a gift, you may get in touch with the original buyer and they will be able to help you out.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=587389121300003f00360251&view=FAQ
Gift Cards,56d995da1300002d007fdb58,can i transfer partially used gift card to someone?,"yes, you can transfer your partially used flipkart gift card as long as it hasn't expired and has some balance left.
the receiver will not be able to see any transactions made from your flipkart wallet.
please note that the expiry date of the gift card does not change when you transfer it to someone.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=56d995da1300002d007fdb58&view=FAQ
Gift Cards,56d997711200003c008b03be,how can i unlink a gift card which is added to my wallet?,"to unlink your gift card, transfer it to yourself by using the 'transfer this gift card' option and enter your email id. the card id and pin will be sent to you while the gift card is unlinked from your wallet. it can then be added to another person's flipkart account.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=56d997711200003c008b03be&view=FAQ
Gift Cards,56d994cf1300001400fdd178,how can i use a gift card?," 
there are two ways in which you can use a gift card:
1. add the gift card to your flipkart wallet and link it to your account. you will then be able to use it as a payment mode for your orders2. while placing your order, choose gift card as the mode of payment and enter your gift card number along with its pin to pay",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=56d994cf1300001400fdd178&view=FAQ
Gift Cards,56d996ca1200002b0077f2f2,what if the gift card is transferred to someone when i am expecting a refund for an order placed using the same gift card?,refund for a payment made from a gift card will be added back to it. please check if there are any pending refunds expected to the gift card before you transfer it to someone.,https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=56d996ca1200002b0077f2f2&view=FAQ
Gift Cards,56495fe42600002c00c2c7fe,can i buy another gift card with the gift card i have?,"no, a gift card cannot be used to buy another gift card.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=56495fe42600002c00c2c7fe&view=FAQ
Gift Cards,564961921900003600fe60c6,can i get a new gift card for the remaining balance if my gift card has expired?,"no, the unused balance in a gift card automatically expires with the expiry of the gift card.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=564961921900003600fe60c6&view=FAQ
Gift Cards,56495fc72600001300c2c7f5,can i use my gift card to buy items from different sellers in the same order?,"no, a gift card cannot be used in a single order with different sellers. to buy items from different sellers using your gift card, please order separately.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=56495fc72600001300c2c7f5&view=FAQ
Gift Cards,564960012600001900c2c805,do i have to pay anything extra to buy or use a gift card?,no. you can buy and use your gift card without paying anything extra.,https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=564960012600001900c2c805&view=FAQ
Gift Cards,57d15cf31300002a00403496,what are the limits to buy gift cards?,"you can buy a maximum of 100 gift cards in a month with a total limit of rs. 1,00,000 (one lakh). purchases exceeding this limit will be automatically canceled.
please refer to the gift card terms & conditions page for more details.",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=57d15cf31300002a00403496&view=FAQ
Gift Cards,56496029210000170051560e,are there certain things on flipkart which i cannot buy through gift cards?,"the following cannot be bought through gift cards:
1. flipkart first subscription2. other gift card(s) 3. items from different sellers in a single order (you can use gift cards by ordering separately)
 ",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=56496029210000170051560e&view=FAQ
Gift Cards,5649609c6e00003e0073d421,what if my order amount is lesser than the gift card value?,"if your order amount is lesser than the value of your gift card, the balance will stay your card and you can use it to shop on flipkart!",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=5649609c6e00003e0073d421&view=FAQ
Gift Cards,5649607b1900001e00fe6090,how can i pay if the order amount is more than the value of my gift card?,"
you can pay the remaining amount using a debit/credit card or your phonepe wallet.
",https://www.flipkart.com/helpcentre?catalog=564964546e00002f0073d516&faq=5649607b1900001e00fe6090&view=FAQ
Pickup Stores,55c1f8c4a900002a00b99929,will my shipment be safe at the pickup store?,"rest assured, your shipment is safe with our trusted partners at all pickup stores.",https://www.flipkart.com/helpcentre?catalog=56614d156e00003000775aee&faq=55c1f8c4a900002a00b99929&view=FAQ
Pickup Stores,55c1dc8db500003b003167ff,how will i know that my shipment has reached the pick-up store?,"once your shipment has reached the pick-up store, you will be notified via email & sms. a one time password (otp) and a route map to the location of the pick-up store will also be shared with you.",https://www.flipkart.com/helpcentre?catalog=56614d156e00003000775aee&faq=55c1dc8db500003b003167ff&view=FAQ
Pickup Stores,55c1ec89b500004b00316804,how can i collect my shipment from the pick-up store?,"to collect your shipment from a pick-up store, follow these simple steps:
1. walk into the pick-up store
2. enter your otp where you are asked to do so by the store manager and show a valid photo id
 
as soon as the verification is complete, the shipment will be handed over to you.
 
note: the photo ids can be pan card, driving license, aadhar card, college id card, employee id card, voters' id card, government approved cards, photo printed credit/debit card, and bank passbook.",https://www.flipkart.com/helpcentre?catalog=56614d156e00003000775aee&faq=55c1ec89b500004b00316804&view=FAQ
Pickup Stores,55c1b99eb500002e003167fc,how does the pick-up store option on flipkart work?,"with the pick-up store option, you can choose to pick up your shipment from select pick-up stores at your convenience. all you need to do is choose the pick-up store option at the time of placing your order and you can walk into the pick-up location to collect your order once it reaches there.
you'll also receive an email and sms once the shipment has reached the pick-up store.",https://www.flipkart.com/helpcentre?catalog=56614d156e00003000775aee&faq=55c1b99eb500002e003167fc&view=FAQ
